Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,SMA_100,EMA_20,EMA_50,EMA_100
2020-03-25,59.64806366,62.74076316,59.35166944,60.91866936,303602000,64.44588050899999,71.7857943728,,63.77335358567588,68.80247029418452,71.0715612681764
2020-03-26,62.78693008,62.84523472,59.85214358,59.89101581,252087200,64.2626997,71.52584404,,63.67940848989722,68.56656675637336,70.90750916544023
2020-03-27,60.18740845,62.16255576,60.01977521,61.40456587,204216800,63.951486016000004,71.22039909380001,,63.34683705752606,68.23797231298617,70.6952299433523
2020-03-30,61.90503311,62.0775263,60.59069514,60.9162454,167976400,63.417005157999995,70.93040145879999,,63.20952239585691,67.98962175600631,70.52116663972156
2020-03-31,61.77869415,63.77084924,61.22234983,62.09695631,197002000,62.991485596,70.62095947259999,,63.07325303910863,67.74605596753548,70.34804837259836
2020-04-01,58.52808762,60.42549418,58.09564428,59.88615407,176218400,62.2404184345,70.2569754792,,62.64038014205066,67.38456701273017,70.11398974383403
2020-04-02,59.50473022,59.55817861,57.55387518,58.38960957,165934000,61.6574697495,69.9070470428,,62.34174681614107,67.07555380517213,69.90390539682741
2020-04-03,58.64955139,59.69178733,58.056763,58.98724593,129880000,61.0790151595,69.532598648,,61.99010915650858,66.74512233791049,69.68104690164272
2020-04-06,63.76599503,63.92147651,60.58583486,60.95510987,201820400,61.034070587500004,69.2649386596,,62.15924114446015,66.62829381603164,69.56391716161019
2020-04-07,63.02743912,66.0083894,62.92297418,65.7897322,202887200,60.71933422149999,69.02787940980001,,62.241926665940134,66.48708382795198,69.43448195286544
2020-04-08,64.64060974,64.95643641,63.46475261,63.83159584,168895200,60.60563602499999,68.7807172394,,62.470372672993456,66.41467307940485,69.33955379023443
2020-04-09,65.10706329,65.61239487,64.3077767,65.2795602,161834800,60.84566707649999,68.5106485748,,62.721486065089316,66.36339426413407,69.25574209716048
2020-04-13,66.38495636,66.49428496,64.58229481,65.18480322,131022800,60.788331795,68.268416214,,63.07038799793795,66.36423983652098,69.19889485484046
2020-04-14,69.7375946,70.02913255,67.55108223,68.02482954,194994800,61.333015442,68.16284584040001,,63.70536005527719,66.4965282586182,69.20956217652679
2020-04-15,69.10108185,69.56267745,68.17789064,68.6079021,131154400,61.71650486,68.04866477959999,,64.21923832144127,66.59866761514297,69.20741405124903
2020-04-16,69.65015411,70.01700476,68.5957699,69.81778736,157125200,62.202640342500004,67.8960703276,,64.73646839654211,66.71833375219619,69.2161811811253
2020-04-17,68.70508575,69.713317,67.26198676,69.16425699,215250000,62.66448039949999,67.7119710538,,65.1144319540143,66.79624559524731,69.20606047951885
2020-04-20,67.27898407,68.43297671,67.25955167,67.52679355,130015200,63.24378433149999,67.4811240384,,65.32057977458436,66.81517651582585,69.16790055061749
2020-04-21,65.19937134,67.3567315,64.48511,67.12107375,180991600,63.778264998500006,67.2301125334,,65.30903611414774,66.75181160696994,69.08931581377357
2020-04-22,67.07733917,67.51463866,66.129852,66.47239907,116862400,64.1332086555,67.00927436799999,,65.47744592899082,66.76457739375545,69.04947469211469
2020-04-23,66.81739044,68.44998669,66.77851822,67.02146405,124814400,64.4916749945,66.7926636502,,65.60505969194408,66.76664849360817,69.005275003954
2020-04-24,68.7463913,68.75611121,67.29600419,67.34459633,126161200,64.78964805550001,66.5777539824,,65.90423413080654,66.84428546640785,69.00014859397471
2020-04-27,68.79499054,69.12782522,68.01270448,68.46214844,117087600,65.22002716,66.3751375578,,66.17954426501545,66.92078370458793,68.99608605825244
2020-04-28,67.67984009,69.4411972,67.58752691,69.25898784,112004800,65.50876750900001,66.1498293304,,66.32242958168064,66.95055062166291,68.97002178165337
2020-04-29,69.90280914,70.37412467,68.96989801,69.17397162,137280800,65.9149732585,65.99789070119999,,66.6634181110444,67.06632546551928,68.98849281845231
2020-04-30,71.37747955,71.55483267,70.05342927,70.44456849,183064000,66.557442855,65.8529978178,,67.11237634332588,67.23539033157735,69.03579948640376
2020-05-01,70.22836304,72.6408137,69.44607705,69.54325392,240616800,67.09362449599999,65.7012540434,,67.40913698110437,67.35276181033902,69.05941460627696
2020-05-04,71.22200012,71.35076111,69.56025154,70.25264864,133568000,67.7222469325,65.60461021399999,,67.77226680385633,67.504496646012,69.10223808179623
2020-05-05,72.29095459,73.12668877,71.5378211,71.68359007,147751200,68.14849491049999,65.6015976712,,68.2026180215843,67.69220087910958,69.16538098294879
2020-05-06,73.0368042,73.67088924,72.60921718,72.99550015,142333600,68.6489631645,65.66257682780001,,68.66301670524294,67.90179316620332,69.24204282883099
2020-05-07,73.7923584,74.13977654,73.36234698,73.66602925,115215200,69.10655059749999,65.7164620208,,69.15152543807694,68.13279572439143,69.33214808766601
2020-05-08,75.54875183,75.6023449,74.12610834,74.45497454,133838400,69.6286350245,65.8984261322,,69.76078509445057,68.42361753245451,69.45524915187065
2020-05-11,76.73753357,77.23447931,74.8447298,75.05423265,145946400,70.146263885,66.104943161,,70.42523733021719,68.74965345549552,69.5994528037148
2020-05-12,75.86056519,77.87760182,75.73876344,77.42449546,162301200,70.4524124145,66.17026145940001,,70.94288760257746,69.02851273920159,69.72343522720558
2020-05-13,74.9446106,76.96652398,73.86301053,76.04082628,200622400,70.744588852,66.2633719636,,71.32400407852246,69.26051657687995,69.82682483854805
2020-05-14,75.40504456,75.46594544,73.45377775,74.179719,158929200,71.0323333745,66.3004842378,,71.71267460056795,69.50147845857093,69.93728463501245
2020-05-15,74.95923615,75.00552141,73.13220977,73.16631783,166348400,71.3450408945,66.3763948824,,72.0218709386091,69.71550817196031,70.03672921946763
2020-05-18,76.72536469,77.1005162,75.59504819,76.28931972,135178400,71.8173599255,66.5065293124,,72.46982272445584,69.99040450600108,70.1691774466069
2020-05-19,76.28199005,77.5925704,76.25032041,76.74239672,101729600,72.371490861,66.738871384,,72.83288627926957,70.23713335086379,70.2902232407335
2020-05-20,77.76554108,77.83618073,77.1053703,77.14434775,111504800,72.9059009565,66.9077388768,,73.30266292695818,70.53236502651619,70.43824933656056
2020-05-21,77.18577576,78.16993605,76.94704163,77.62669753,102688800,73.4243202225,67.1131629186,,73.6724831967717,70.79328309449595,70.57186372118312
2020-05-22,77.682724,77.7655483,76.82036552,76.92267483,81803200,73.87113685749999,67.4606885534,,74.05441089231725,71.06345724765296,70.71267283561514
2020-05-26,77.15652466,78.98598154,77.10049319,78.80571737,125522000,74.2892135635,67.6531858068,70.9288309863,74.34985029876323,71.302401067745,70.84027386184057
2020-05-27,77.49269104,77.6388546,76.26980438,77.01279937,112945200,74.77985611099999,68.0261611944,70.9757978442,74.6491684645953,71.54515753724519,70.97200489507145
2020-05-28,77.52680969,78.79111238,76.88856975,77.16627386,133560800,75.16105613850002,68.34807151839999,71.03018314389999,74.92322953368146,71.77973213147088,71.1018030098225
2020-05-29,77.45129395,78.23325906,77.09319652,77.77041392,153532400,75.46474685849999,68.6985485082,71.0780688098,75.16399757333086,72.00214632043281,71.2275355036874
2020-06-01,78.40378571,78.52558745,77.27346193,77.4050099,80791200,75.873517992,69.0772585302,71.1388969043,75.4725488244422,72.25319100237662,71.36963946816884
2020-06-02,78.76674652,78.79110836,77.69245431,78.13581441,87642800,76.250755312,69.53873535199999,71.19172077210001,75.78628193830485,72.50862455208734,71.51611683553183
2020-06-03,79.20036316,79.46345908,78.51339955,79.08830764,104491200,76.59622574049999,70.0325474552,71.2332722858,76.11143253084724,72.77104567396627,71.66828012908566
2020-06-04,78.51828766,79.32217629,78.14313616,79.02254872,87560400,76.8702999135,70.4033438878,71.2663064197,76.3406568288618,72.99642771263426,71.8039238425691
2020-06-05,80.75455475,80.81545562,78.73995662,78.76918785,137250400,77.218409731,70.8254737096,71.3056340412,76.76102805944637,73.30066798860939,71.98116405855784
2020-06-08,81.23200989,81.26611794,79.73628847,80.45004484,95654400,77.502572634,71.1943753058,71.3601096729,77.18683585283243,73.61170100435021,72.16434912452698
2020-06-09,83.79717255,84.19180906,80.87880713,80.91047678,147712400,77.855554583,71.6665705878,71.4434848408,77.81639172875315,74.01113126104235,72.39470206364525
2020-06-10,85.95306396,86.42321697,84.30874023,84.749662,166651600,78.3601795215,72.1475312048,71.5389663318,78.5913128936338,74.47944234727599,72.66318447743446
2020-06-11,81.82640076,85.5194301,81.72409147,85.09312405,201662400,78.7042690295,72.548485337,71.58472240479999,78.89941649995438,74.76755836346125,72.84463430481199
2020-06-12,82.5328598,84.72529122,81.41715908,83.97499574,200146000,79.0606597915,73.0285807806,71.6427781299,79.24545871900635,75.07207998842355,73.03648035422165
2020-06-15,83.55356598,84.20886002,81.01765253,81.18087016,138808800,79.490376283,73.5095574958,71.7083022693,79.6557546486248,75.40468728221087,73.24473947552418
2020-06-16,85.76792908,86.04077128,83.97501063,85.61689608,165428800,79.9425045025,74.0519250496,71.7922618488,80.23786649923196,75.81108892133986,73.49272342808806
2020-06-17,85.64855957,86.57668837,85.52675781,86.5157875,114406400,80.4108329785,74.48957634039999,71.8772575,80.75317060120986,76.19687208403242,73.73343305466057
2020-06-18,85.68264771,86.10164595,85.07120064,85.60469281,96820400,80.80668831,74.9426805122,71.985279961,81.22264461157083,76.56886328505075,73.9700511666475
2020-06-19,85.19300079,86.85924754,84.07973122,86.39153307,264476000,81.2070495615,75.3537283332,72.0672227863,81.60077377142123,76.90706475583308,74.1922877928525
2020-06-22,87.42197418,87.56569933,85.54135514,85.58764039,135445200,81.69401207050001,75.800026551,72.1553375629,82.1551738103335,77.3194141450161,74.4542617807168
2020-06-23,89.28798676,90.71306866,88.25023351,88.67167022,212155600,82.3005851755,76.25808715900001,72.2632516865,82.83448932934935,77.78876993383899,74.74799890901944
2020-06-24,87.71189117,89.83855278,87.33673964,88.91529327,192623200,82.811545182,76.6175730904,72.3902094654,83.2990037903637,78.17791194310021,75.00470964686065
2020-06-25,88.876297,88.91527445,87.10530229,87.86778241,137522400,83.3790195475,77.0130773934,72.5308710865,83.83017457223383,78.5974564551355,75.27939454494262
2020-06-26,86.14550781,88.99323335,85.99690581,88.77155327,205256800,83.8137302405,77.3429844674,72.6195273975,84.05068249964013,78.89345846905175,75.49456510464672
2020-06-29,88.130867,88.22587593,85.57303046,86.05292961,130646000,84.300084305,77.7315000924,72.72173557309999,84.4392714996744,79.2557097839909,75.7447889045547
2020-06-30,88.86655426,89.15401204,87.69726043,87.71674544,140223200,84.80507469199999,78.1632514962,72.8221877673,84.86091747684827,79.63260564579517,76.00462584228629
2020-07-01,88.69847107,89.49018248,88.64975483,88.944513,110737200,85.27998008750001,78.63323349080001,72.9316730121,85.22639877143415,79.98812978007771,76.2559891141222
2020-07-02,88.69847107,90.24779327,88.58398456,89.60955326,114041600,85.78898925799999,79.0656561288,73.0374652484,85.55707232367851,80.32971179144722,76.50237489542671
2020-07-06,91.07116699,91.54131995,90.10162242,90.13329206,118655600,86.30481987,79.55073165980001,73.171697655,86.08222419666151,80.75094532864539,76.79086582799252
2020-07-07,90.78859711,92.23316421,90.67654157,91.45119898,112424400,86.78264923100001,79.991575776,73.2846648792,86.53045018840803,81.14457873183576,77.06804862565603
2020-07-08,92.90307617,92.93474582,91.68262012,91.77032125,117092000,87.23794441199999,80.4737374886,73.4244375232,87.13736694855965,81.60569627843044,77.38161352752422
2020-07-09,93.3025589,93.85309764,92.25019022,93.79950458,125642800,87.605419159,80.9861918648,73.5680105976,87.72452808679206,82.06439677339395,77.69687977252374
2020-07-10,93.46578979,93.52425969,92.28188034,92.89575849,90257200,88.1873886105,81.4574514778,73.7276710895,88.27131491566901,82.51151022502557,78.00913541643416
2020-07-13,93.03461456,97.39755419,92.82024229,94.77637812,191649200,88.7124763485,81.89059417799999,73.8717959979,88.72496250084339,82.92418098325987,78.30666965690082
2020-07-14,94.57418823,94.76662964,91.47555146,92.41341897,170989200,89.26350746099999,82.37751068179999,74.0393823626,89.28203161790593,83.38104401254381,78.62879873755624
2020-07-15,95.22460938,96.70815384,94.02120746,96.45724253,153198000,89.73634147599999,82.857562867,74.2310865405,89.84799140477203,83.84549755636563,78.957428651268
2020-07-16,94.05287933,94.91279944,93.45117836,94.09185679,110577600,90.15655746399999,83.29280136179999,74.4471995165,90.2484569214604,84.24578703768462,79.25634846668844
2020-07-17,93.86286163,94.6618808,93.38783185,94.50597843,92186800,90.56556816,83.7093225104,74.6859496691,90.59268594132132,84.62292721777541,79.54558635111044
2020-07-20,95.84092712,95.97978291,93.60464869,93.95056894,90318000,91.0979644765,84.15029388479999,74.9333779528,91.09251843452881,85.06284878256854,79.86826636633597
2020-07-21,94.51817322,96.71060507,94.26726187,96.63508857,103433200,91.4527744285,84.5296823126,75.2140542224,91.41877127124035,85.43364581933056,80.15836353175506
2020-07-22,94.78366089,95.46818596,94.13080546,94.21849913,89001600,91.72755813500001,84.89060485899999,75.49777401,91.73923694921746,85.80031307700388,80.44797338043317
2020-07-23,90.46949005,94.59369648,89.65585506,94.51574156,197004400,91.865438079,85.18278335619999,75.6765224078,91.61830867310151,85.98341805633706,80.64641925507806
2020-07-24,90.24536896,90.59128927,86.8641505,88.6595149,185438800,91.93389167699999,85.4887985234,75.8760852435,91.48755250994898,86.15055338589248,80.83649746705672
2020-07-27,92.38418579,92.47675631,91.08822087,91.31233191,121214000,92.245825576,85.82838134799998,76.06443279289999,91.57294615566813,86.39500955860258,81.06516456256054
2020-07-28,90.86655426,92.13085716,90.86167743,91.95302391,103625600,92.38260993899999,86.14652771019999,76.2614612963,91.50567073703307,86.57036425277502,81.2592514872623
2020-07-29,92.60831451,92.79345557,91.31478043,91.35131947,90329200,92.56969795149999,86.46418670659999,76.4853580095,91.61068442969659,86.80714661580346,81.48398540850464
2020-07-30,93.72888947,93.83363719,91.36837084,91.77762296,158130000,92.8212188715,86.813124695,76.7759980395,91.81241824305883,87.07858751204645,81.72645875625702
2020-07-31,103.5412445,103.6922775,98.24529881,100.2525969,374336800,93.56335754300001,87.3286387634,77.1181888201,92.92944931514846,87.72418190373091,82.15843471157866
2020-08-03,106.1502228,108.7811375,105.131962,105.4315895,308151200,94.31731033349999,87.90792770419999,77.5105453114,94.18857059942005,88.44677174280028,82.63351962422067
2020-08-04,106.8591156,107.9553314,105.6142978,106.3402389,173071600,95.120836258,88.4914555362,77.9760720448,95.39528917090385,89.16882444308263,83.11323439601827
2020-08-05,107.2464218,107.5679802,106.1112288,106.5789507,121776800,95.83800353950001,89.093253479,78.3732196429,96.52396846891301,89.87774982962841,83.59111929510702
2020-08-06,110.9881668,111.4851199,106.9882022,107.5801568,202428800,96.7222839345,89.76316299419999,78.89466209429999,97.90151116711176,90.7056093186626,84.13363508728312
2020-08-07,108.4647903,110.9662282,107.6643305,110.5074267,198045600,97.47223396000001,90.38192260639998,79.3649970624,98.90753775119636,91.40204778851897,84.61544014100029
2020-08-10,110.0412827,111.0638221,107.3787762,109.9168185,212403600,98.322567367,91.03372238139998,79.86613544480001,99.96789441298718,92.1329981772045,85.11892217187156
2020-08-11,106.768692,109.8021413,106.5075645,109.3018567,187902400,98.9322925555,91.6010205072,80.3391395187,100.61558942127411,92.70694695456902,85.54763048529983
2020-08-12,110.31707,110.5757547,107.6692051,107.8644363,165598000,99.6869155865,92.2320269768,80.8853811644,101.53953995258134,93.39754001517416,86.03811443608598
2020-08-13,112.2694244,113.2773221,111.2127152,111.7032435,210082000,100.59774284,92.8934082016,81.4629778284,102.56143370947835,94.1376139126183,86.55754631655952
2020-08-14,112.1693573,112.2596519,110.351236,112.0937047,165565200,101.5130676235,93.56642959439999,81.9848867411,103.4764740514328,94.84474110428033,87.06471089048904
2020-08-17,111.8764954,113.3212315,111.2468685,113.2968257,119561600,102.3148460375,94.18886840739998,82.50717105849999,104.27647608462968,95.51265303744582,87.5560333560239
2020-08-18,112.8087387,113.2358134,111.2907928,111.6275729,105633600,103.22937431149998,94.82040298359999,83.00738914470001,105.08907252418875,96.19093090656558,88.05608692719174
2020-08-19,112.9502792,114.3706095,112.8551065,113.2187277,145538000,104.137705227,95.4034651166,83.5350178522,105.83775887426602,96.84816025140614,88.54904122962358
2020-08-20,115.456604,115.5713044,112.9746864,112.9917712,126907200,105.38706092449999,95.99353591739998,84.0705335611,106.75383936243115,97.57790314350785,89.08186425477955
2020-08-21,121.4063721,121.8920147,116.4083746,116.4205738,338054800,106.9451110815,96.78513534419999,84.66681034060001,108.14931867077104,98.51235290650754,89.72195351904134
2020-08-24,122.8584442,125.7161903,120.9841976,125.6307664,345937600,108.46882400199999,97.5916470322,85.3101139064,109.55018776879284,99.46710158468372,90.37812165133755
2020-08-25,121.8505325,122.1970765,120.1202705,121.7260758,211495600,110.01802291400001,98.35758636259999,85.93357192920001,110.72164917176495,100.34488318920593,91.0013377077467
2020-08-26,123.5075912,123.9663928,122.1019027,123.1732539,163022400,111.5629867485,99.112379605,86.5821523273,111.93935793635876,101.25322467982531,91.64502589571211
2020-08-27,122.0311279,124.4471495,120.8816813,124.1128121,155552400,112.97809867000001,99.84003097159999,87.16480365599999,112.90047888527698,102.0680444139498,92.24673088589603
2020-08-28,121.8334427,123.4294766,121.6089201,123.0097229,187630000,113.89270858,100.56304687139999,87.75286369179999,113.75123734382203,102.84315807222629,92.83260636736343
2020-08-31,125.9650574,127.8783585,122.9975051,124.5398565,225702700,114.88345030999999,101.3784880036,88.3661081684,114.91445830155327,103.74989922233507,93.48869450662355
2020-09-01,130.9825745,131.5878104,127.4195574,129.5964139,151948100,116.08962325500002,102.24970001,89.02486328050001,116.44475508235772,104.81784727243958,94.23114757579931
2020-09-02,128.2688446,134.6920506,123.9736988,134.3113446,200119000,117.140744395,103.02931716680001,89.64370216289998,117.5708588459427,105.73749422646156,94.90516137825873
2020-09-03,117.999527,125.7698459,117.6285847,123.8858433,257599600,117.49131240499999,103.6350698834,90.1263214869,117.61168438442434,106.2183582567964,95.36247554898627
2020-09-04,118.0776215,120.7523274,108.2475816,117.20883,332607200,117.97195396499998,104.21909637339999,90.6160868834,117.65605934781249,106.68342740358871,95.81228041930336
2020-09-08,110.1315994,116.154572,109.9949361,111.2346698,231366600,117.97646979999999,104.69881820519998,91.0209013363,116.93944411468749,106.81864983482053,96.09583129020825
2020-09-09,114.524353,116.3009835,112.5134436,114.4657852,176940500,118.36425284999999,105.2266879252,91.4790940088,116.7094354370982,107.1208342726707,96.46075251218431
2020-09-10,110.7856293,117.6285891,109.8192222,117.4919258,182274400,118.387680815,105.66506942599999,91.9141604611,116.14526342404122,107.26455172472284,96.7444134386757
2020-09-11,109.3311462,112.4841817,107.3788043,111.8399053,180860300,118.24076690499999,106.0777229286,92.3554782097,115.49629987889443,107.34559464532194,96.99365567157321
2020-09-14,112.611084,113.1675011,110.1120887,111.9863352,140150100,118.26285324,106.5559751872,92.810815658,115.22151741423782,107.55208442393678,97.30291167807671
2020-09-15,112.7867584,115.9983608,110.9027488,115.5102754,184642000,118.30836639000002,106.99028701539999,93.2705093376,114.98963560335802,107.75736575633142,97.6095225042534
2020-09-16,109.4580231,113.2358065,109.3701713,112.4841583,154679000,118.14083061000001,107.3636755352,93.67762565559998,114.46281536494297,107.82405820118117,97.8441462784266
2020-09-17,107.710701,109.5263796,106.119545,107.1054798,178011000,117.8788517,107.65982803179999,94.06678276019998,113.81975685399603,107.8196128207427,98.03952359964588
2020-09-18,104.2940826,108.2378135,103.5619546,107.7692557,287104900,117.32072563,107.8796585058,94.43292518530001,112.91254978218687,107.68135673365475,98.16337625311823
2020-09-21,107.4568939,107.5642733,100.6432178,102.0489063,195713800,116.62325172000001,108.15948058800001,94.8084660329,112.39296350769288,107.67255426958987,98.34740630553173
2020-09-22,109.1456757,110.1706582,106.5588285,109.9949471,183055400,115.937613295,108.48170181079999,95.1861479944,112.08369800219832,107.7303237374491,98.56123342225388
2020-09-23,104.5674362,109.4385272,104.2257704,108.9602056,150718700,115.07345848,108.68156677019999,95.529538726,111.3678635448461,107.60628893205894,98.6801681307241
2020-09-24,105.6411972,107.6228226,102.4979263,102.6638735,167743300,114.18013878000002,108.8898985266,95.8737306968,110.82246675009885,107.52922651119388,98.81801029051174
